age,workclass,final_weight,education,education_number,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salario
45,autonomo,182677,secundaria,9,casado,Craft-repair,Not-in-family,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
50,Private,143953,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,65,Norte America,>50K
25,Private,144301,bachillerato,10,soltero,Sales,Own-child,White,Masculino,0,0,42,Norte America,<=50K
70,autonomo,223275,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,<=50K
58,Private,41374,secundaria,9,separado,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Masculino,0,0,40,Norte America,<=50K
21,Private,92898,secundaria,9,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
51,Private,111939,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,>50K
68,Private,174895,secundaria,9,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
61,Private,172037,secundaria,9,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
29,Private,188564,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,1977,45,Norte America,>50K
38,Private,160086,universidad,13,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,32,Norte America,<=50K
56,Private,246687,bachillerato,10,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
54,Private,135388,secundaria,9,casado,Craft-repair,Husband,White,Masculino,5178,0,40,Norte America,>50K
29,Private,244473,bachillerato,11,casado,Tech-support,Husband,White,Masculino,0,2051,40,Norte America,<=50K
33,Private,156602,universidad,13,soltero,Sales,Own-child,White,Masculino,3325,0,43,Norte America,<=50K
27,Private,211184,secundaria,9,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,52,Norte America,<=50K
49,funcionario,61885,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
45,funcionario,168232,universidad,13,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,55,Norte America,>50K
39,Private,128483,bachillerato,10,casado,Other-service,Wife,White,Femenino,0,0,60,Norte America,<=50K
47,Private,266281,primaria,7,soltero,Machine-op-inspct,Unmarried,Black,Femenino,6849,0,40,Norte America,<=50K
55,Private,176012,primaria,5,casado,Tech-support,Wife,White,Femenino,0,0,23,Norte America,<=50K
23,funcionario,199915,secundaria,9,soltero,Other-service,Own-child,White,Femenino,0,0,21,Norte America,<=50K
71,Private,345339,bachillerato,11,casado,Machine-op-inspct,Husband,White,Masculino,0,0,28,Norte America,<=50K
43,Private,91316,master,14,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,60,Norte America,>50K
55,Private,116442,secundaria,9,soltero,Sales,Not-in-family,White,Masculino,0,0,38,Norte America,<=50K
43,autonomo,147099,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,0,0,36,Norte America,<=50K
43,Private,224998,universidad,13,casado,Exec-managerial,Husband,Black,Masculino,0,1977,40,Norte America,>50K
28,Private,407043,secundaria,9,casado,Adm-clerical,Husband,Black,Masculino,0,0,40,Norte America,<=50K
63,funcionario,99823,bachillerato,10,casado,Protective-serv,Husband,White,Masculino,0,0,32,Norte America,<=50K
33,Private,152933,bachillerato,10,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
24,Private,411238,bachillerato,10,casado,Adm-clerical,Wife,Black,Femenino,0,0,40,Norte America,<=50K
43,Private,206878,secundaria,9,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,60,Norte America,<=50K
62,Private,159474,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,50,Norte America,<=50K
32,Private,153588,secundaria,9,separado,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
27,autonomo,210020,secundaria,9,casado,Machine-op-inspct,Own-child,White,Masculino,0,0,40,Norte America,<=50K
54,Private,103345,bachillerato,11,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
63,funcionario,109735,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,38,Norte America,<=50K
49,Private,61307,primaria,4,casado,Machine-op-inspct,Husband,Other,Masculino,0,0,38,Norte America,<=50K
57,funcionario,52267,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,50,Norte America,>50K
26,Private,340787,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
43,autonomo,35236,bachillerato,10,casado,Farming-fishing,Husband,White,Masculino,0,0,84,Norte America,<=50K
46,Private,106255,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
38,Private,270985,bachillerato,10,casado,Exec-managerial,Husband,Black,Masculino,0,0,50,Norte America,<=50K
21,Private,109667,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,40,Norte America,<=50K
22,Private,226508,universidad,13,soltero,Exec-managerial,Own-child,White,Femenino,0,0,50,Norte America,<=50K
27,Private,329426,master,14,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,37,Norte America,<=50K
37,Private,152909,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,60,Norte America,<=50K
21,Private,122348,bachillerato,10,soltero,Tech-support,Own-child,White,Femenino,0,0,35,Norte America,<=50K
25,Private,73839,primaria,7,separado,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
55,Private,326297,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,25,Norte America,<=50K
22,Private,59184,bachillerato,12,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
53,Private,227602,secundaria,9,separado,Sales,Not-in-family,White,Femenino,0,0,37,Norte America,<=50K
25,Private,288185,primaria,5,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
55,Private,37438,bachillerato,11,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,>50K
38,autonomo,115215,primaria,6,separado,Machine-op-inspct,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
31,Private,212235,bachillerato,10,soltero,Sales,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
56,Private,143266,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
37,Private,161226,secundaria,9,casado,Other-service,Wife,White,Femenino,0,0,30,Norte America,>50K
50,autonomo,155118,secundaria,9,separado,Exec-managerial,Not-in-family,White,Femenino,99999,0,35,Norte America,>50K
54,Private,217718,primaria,3,casado,Other-service,Unmarried,Black,Femenino,0,0,30,Norte America,<=50K
17,Private,153021,primaria,8,soltero,Sales,Own-child,White,Femenino,0,0,20,Norte America,<=50K
56,Private,170148,secundaria,9,separado,Craft-repair,Unmarried,Black,Masculino,0,0,40,Norte America,<=50K
19,Private,100999,universidad,13,soltero,Prof-specialty,Own-child,White,Femenino,0,0,30,Norte America,<=50K
22,Private,60668,bachillerato,10,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
35,Private,241153,bachillerato,11,soltero,Tech-support,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
31,Private,132601,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,<=50K
29,Private,214987,bachillerato,10,separado,Handlers-cleaners,Not-in-family,White,Masculino,2174,0,40,Norte America,<=50K
39,Private,204527,doctorado,16,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,>50K
63,Private,114011,secundaria,9,separado,Craft-repair,Not-in-family,White,Femenino,0,0,20,Norte America,<=50K
42,Private,52781,universidad,13,casado,Prof-specialty,Husband,White,Masculino,7688,0,40,Norte America,>50K
56,Private,235205,secundaria,9,separado,Other-service,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
59,autonomo,98418,secundaria,9,casado,Farming-fishing,Husband,White,Masculino,0,0,20,Norte America,<=50K
50,funcionario,50459,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,0,42,Norte America,>50K
46,Private,155659,primaria,7,casado,Craft-repair,Husband,White,Masculino,0,1902,40,Norte America,>50K
50,Private,344621,secundaria,9,separado,Machine-op-inspct,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
57,autonomo,35561,secundaria,9,casado,Farming-fishing,Husband,White,Masculino,0,0,60,Norte America,>50K
35,Private,209993,primaria,7,separado,Priv-house-serv,Unmarried,White,Femenino,0,0,8,Norte America,<=50K
25,Private,195914,bachillerato,10,soltero,Sales,Own-child,Black,Femenino,3418,0,30,Norte America,<=50K
58,Private,244605,universidad,13,separado,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,>50K
40,Private,103474,secundaria,9,casado,Sales,Wife,White,Femenino,0,0,30,Norte America,<=50K
44,funcionario,174325,master,14,casado,Prof-specialty,Husband,Black,Masculino,7688,0,40,Norte America,>50K
36,Private,132879,secundaria,9,separado,Exec-managerial,Unmarried,White,Masculino,0,0,45,Norte America,<=50K
61,Private,238913,bachillerato,11,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,>50K
37,Private,130200,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,0,70,Norte America,>50K
45,Private,209912,universidad,13,casado,Exec-managerial,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,>50K
31,Private,114691,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,>50K
17,Private,206506,primaria,6,soltero,Handlers-cleaners,Other-relative,White,Masculino,0,0,10,Norte America,<=50K
37,Private,114605,secundaria,9,casado,Farming-fishing,Husband,White,Masculino,0,0,40,Norte America,<=50K
53,Private,95540,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,1471,0,40,Norte America,<=50K
60,Private,232618,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,35,Norte America,>50K
26,Private,208122,bachillerato,10,separado,Handlers-cleaners,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
29,Private,24562,universidad,13,separado,Other-service,Unmarried,Other,Femenino,0,0,40,Norte America,<=50K
68,Private,168794,primaria,1,soltero,Machine-op-inspct,Not-in-family,White,Masculino,0,0,10,Norte America,<=50K
21,Private,148211,secundaria,9,soltero,Handlers-cleaners,Not-in-family,White,Masculino,3674,0,50,Norte America,<=50K
27,funcionario,56365,master,14,casado,Prof-specialty,Husband,Asian-Pac-Islander,Masculino,0,0,20,Asia,<=50K
22,autonomo,47541,bachillerato,10,soltero,Sales,Own-child,White,Masculino,0,0,20,Norte America,<=50K
23,Private,376383,secundaria,9,soltero,Other-service,Unmarried,White,Masculino,0,0,35,Norte America,<=50K
47,Private,114882,bachillerato,11,casado,Transport-moving,Husband,White,Masculino,0,0,40,Norte America,<=50K
22,Private,129172,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,16,Norte America,<=50K
43,Private,240124,bachillerato,11,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
41,funcionario,175537,bachillerato,10,separado,Machine-op-inspct,Not-in-family,Black,Femenino,0,0,38,Norte America,<=50K
36,Private,262688,bachillerato,10,casado,Sales,Husband,Black,Masculino,7688,0,50,Norte America,>50K
40,Private,209547,universidad,13,casado,Sales,Husband,White,Masculino,0,1977,60,Norte America,>50K
52,desempleado,198262,secundaria,9,casado,Adm-clerical,Wife,White,Femenino,0,0,30,Norte America,<=50K
39,Private,118286,bachillerato,10,casado,Sales,Husband,Black,Masculino,0,0,40,Norte America,<=50K
31,Private,99928,master,14,casado,Prof-specialty,Wife,White,Femenino,0,0,50,Norte America,<=50K
24,Private,117606,universidad,13,soltero,Exec-managerial,Own-child,White,Femenino,0,0,35,Norte America,<=50K
30,Private,169583,secundaria,9,soltero,Sales,Own-child,White,Femenino,0,0,35,Norte America,<=50K
19,Private,430471,primaria,7,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,40,Norte America,<=50K
35,Private,214896,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,45,Norte America,<=50K
48,Private,138970,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
40,funcionario,188693,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,35,Norte America,>50K
28,Private,253581,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
30,Private,229895,primaria,6,separado,Other-service,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
37,Private,312766,secundaria,9,separado,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
37,Private,284582,master,14,casado,Exec-managerial,Wife,White,Femenino,0,0,40,Norte America,<=50K
47,Private,71221,secundaria,9,separado,Machine-op-inspct,Unmarried,White,Femenino,0,0,60,Norte America,<=50K
20,funcionario,41103,bachillerato,10,soltero,Other-service,Own-child,White,Femenino,0,0,20,Norte America,<=50K
34,Private,167049,universidad,13,casado,Priv-house-serv,Wife,White,Femenino,0,0,20,Norte America,>50K
18,Private,210311,secundaria,9,soltero,Sales,Own-child,White,Femenino,0,0,20,Norte America,<=50K
30,Private,170065,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
42,Private,191712,universidad,13,separado,Sales,Not-in-family,White,Masculino,0,1590,40,Norte America,<=50K
50,Private,195690,secundaria,9,casado,Handlers-cleaners,Husband,White,Masculino,0,0,45,Norte America,<=50K
69,funcionario,286983,bachillerato,10,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
51,Private,29580,primaria,7,casado,Sales,Husband,White,Masculino,4386,0,30,Norte America,>50K
27,Private,180758,bachillerato,12,soltero,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
42,autonomo,240628,master,15,casado,Prof-specialty,Wife,White,Femenino,0,0,50,Norte America,>50K
27,funcionario,122540,bachillerato,10,soltero,Craft-repair,Other-relative,White,Masculino,0,0,40,Norte America,<=50K
35,Private,161141,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
32,autonomo,206297,universidad,13,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,60,Norte America,<=50K
42,autonomo,174216,master,15,casado,Prof-specialty,Husband,White,Masculino,0,0,38,Norte America,>50K
24,Private,219754,secundaria,9,soltero,Adm-clerical,Own-child,White,Masculino,0,0,40,Norte America,<=50K
44,Private,889965,secundaria,9,casado,Handlers-cleaners,Wife,White,Femenino,3137,0,30,Norte America,<=50K
59,Private,292946,universidad,13,soltero,Exec-managerial,Not-in-family,White,Femenino,0,0,25,Norte America,<=50K
46,Private,135803,universidad,13,soltero,Exec-managerial,Not-in-family,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
22,Private,71864,bachillerato,10,soltero,Craft-repair,Own-child,White,Femenino,0,0,35,Norte America,<=50K
19,Private,43937,bachillerato,10,soltero,Other-service,Other-relative,White,Femenino,0,0,20,Norte America,<=50K
55,Private,191367,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
47,Private,148995,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,2415,60,Norte America,>50K
30,Private,234753,bachillerato,11,casado,Exec-managerial,Wife,White,Femenino,0,0,34,Norte America,>50K
45,autonomo,271901,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,32,Norte America,>50K
75,Private,207116,secundaria,9,casado,Other-service,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
51,Private,467611,primaria,5,casado,Farming-fishing,Husband,White,Masculino,0,0,40,Norte America,<=50K
36,Private,222294,universidad,13,soltero,Exec-managerial,Not-in-family,Asian-Pac-Islander,Femenino,0,0,40,Norte America,<=50K
45,Private,110243,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,50,Norte America,>50K
32,Private,347623,secundaria,9,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
40,Private,93955,bachillerato,10,casado,Prof-specialty,Wife,White,Femenino,0,0,40,Norte America,<=50K
23,Private,117606,universidad,13,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
21,Private,256504,secundaria,9,soltero,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
52,funcionario,303462,bachillerato,10,separado,Protective-serv,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
31,funcionario,279231,bachillerato,11,separado,Transport-moving,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
22,Private,124483,universidad,13,soltero,Tech-support,Not-in-family,Asian-Pac-Islander,Masculino,0,2339,40,Asia,<=50K
22,Private,56582,secundaria,9,soltero,Farming-fishing,Not-in-family,White,Masculino,0,0,50,Norte America,<=50K
36,Private,372525,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,48,Norte America,<=50K
38,Private,65466,universidad,13,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
45,Private,54098,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
38,Private,54953,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,60,Norte America,<=50K
47,funcionario,216586,primaria,7,separado,Other-service,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
53,Private,48413,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
67,Private,197865,bachillerato,10,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
35,Private,308945,secundaria,9,separado,Tech-support,Unmarried,White,Femenino,0,0,75,Norte America,<=50K
30,autonomo,345122,bachillerato,10,separado,Prof-specialty,Unmarried,White,Masculino,0,0,50,Norte America,<=50K
55,Private,335276,bachillerato,10,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
29,Private,114870,bachillerato,10,separado,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
29,Private,277788,bachillerato,10,casado,Sales,Wife,White,Femenino,0,0,25,Norte America,<=50K
18,Private,115725,primaria,7,soltero,Other-service,Own-child,White,Femenino,0,0,12,Norte America,<=50K
61,autonomo,92178,primaria,7,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
37,Private,404661,bachillerato,10,soltero,Exec-managerial,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
40,Private,36556,doctorado,16,casado,Prof-specialty,Husband,White,Masculino,0,0,55,Norte America,<=50K
77,autonomo,138714,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
17,Private,95875,primaria,5,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,12,Norte America,<=50K
45,autonomo,116789,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,<=50K
37,funcionario,151322,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
31,Private,295099,bachillerato,10,separado,Tech-support,Own-child,Black,Femenino,0,0,40,Norte America,<=50K
38,Private,229009,secundaria,9,casado,Other-service,Husband,White,Masculino,0,0,45,Norte America,<=50K
37,Private,202950,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,0,40,Norte America,>50K
33,Private,206609,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,<=50K
27,Private,153475,bachillerato,12,separado,Exec-managerial,Not-in-family,White,Femenino,0,0,45,Norte America,<=50K
37,autonomo,329980,universidad,13,casado,Sales,Husband,White,Masculino,15024,0,50,Norte America,>50K
20,Private,137974,bachillerato,10,soltero,Other-service,Own-child,White,Femenino,0,0,30,Norte America,<=50K
56,Private,257555,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
47,funcionario,124974,bachillerato,10,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,25,Norte America,<=50K
33,Private,154950,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,<=50K
40,Private,193537,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,0,40,Norte America,<=50K
24,Private,311376,universidad,13,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
57,autonomo,103529,master,14,casado,Tech-support,Husband,White,Masculino,0,0,38,Norte America,>50K
53,autonomo,59840,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,60,Norte America,<=50K
41,Private,372682,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,0,40,Norte America,>50K
43,funcionario,37937,bachillerato,12,casado,Tech-support,Husband,White,Masculino,0,0,43,Norte America,<=50K
32,Private,212276,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,60,Norte America,>50K
43,Private,326379,secundaria,9,separado,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
20,Private,138768,secundaria,9,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,40,Norte America,<=50K
63,Private,20323,bachillerato,10,separado,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
39,Private,187046,secundaria,9,casado,Sales,Husband,White,Masculino,4064,0,38,Norte America,<=50K
58,Private,227800,primaria,2,separado,Farming-fishing,Not-in-family,Black,Masculino,0,0,50,Norte America,<=50K
41,Private,210844,bachillerato,10,casado,Sales,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
35,Private,98900,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
47,Private,184005,secundaria,9,separado,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Femenino,3325,0,45,Norte America,<=50K
47,Private,85129,secundaria,9,separado,Other-service,Not-in-family,Asian-Pac-Islander,Femenino,0,0,40,Norte America,<=50K
58,Private,272902,universidad,13,separado,Exec-managerial,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
46,Private,346978,universidad,13,separado,Prof-specialty,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
20,Private,165804,bachillerato,10,soltero,Adm-clerical,Own-child,Other,Femenino,0,0,40,Norte America,<=50K
31,funcionario,50649,master,14,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
53,Private,158746,bachillerato,10,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,<=50K
26,Private,55929,universidad,13,soltero,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
29,Private,189346,secundaria,9,soltero,Transport-moving,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
21,Private,202373,bachillerato,10,casado,Handlers-cleaners,Husband,Black,Masculino,0,0,40,Norte America,<=50K
27,Private,110073,universidad,13,soltero,Tech-support,Not-in-family,White,Masculino,0,0,40,Europa,>50K
36,funcionario,177064,bachillerato,10,soltero,Exec-managerial,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
32,autonomo,24529,bachillerato,10,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,50,Norte America,>50K
53,funcionario,119570,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
28,Private,120475,secundaria,9,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,35,Norte America,<=50K
47,Private,220124,secundaria,9,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
64,Private,60940,secundaria,9,separado,Sales,Not-in-family,White,Femenino,8614,0,50,Europa,>50K
20,Private,114874,bachillerato,10,soltero,Adm-clerical,Own-child,White,Masculino,0,0,30,Norte America,<=50K
21,Private,353628,primaria,6,separado,Sales,Unmarried,Black,Femenino,0,0,38,Norte America,<=50K
62,Private,201928,secundaria,9,separado,Craft-repair,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
39,Private,421633,bachillerato,10,separado,Protective-serv,Unmarried,Black,Femenino,0,0,30,Norte America,<=50K
24,Private,321435,universidad,13,casado,Farming-fishing,Husband,White,Masculino,0,0,35,Norte America,>50K
35,Private,280966,universidad,13,soltero,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
35,Private,171968,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
33,Private,177331,bachillerato,11,casado,Craft-repair,Husband,Black,Masculino,0,0,40,Norte America,<=50K
31,funcionario,190401,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
39,Private,165848,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,<=50K
46,Private,330087,universidad,13,casado,Exec-managerial,Husband,White,Masculino,15024,0,45,Norte America,>50K
61,Private,173866,primaria,6,casado,Machine-op-inspct,Husband,White,Masculino,0,0,45,Norte America,>50K
58,Private,147653,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,0,32,Norte America,<=50K
22,Private,268707,primaria,7,casado,Machine-op-inspct,Other-relative,White,Masculino,0,0,42,Norte America,<=50K
53,Private,203173,bachillerato,11,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,<=50K
33,Private,121966,secundaria,9,soltero,Tech-support,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
38,Private,342448,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,55,Norte America,>50K
47,Private,159075,secundaria,9,separado,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
45,Private,330087,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
23,funcionario,307267,universidad,13,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,10,Norte America,<=50K
34,Private,242460,universidad,13,casado,Exec-managerial,Husband,White,Masculino,7688,0,40,Norte America,>50K
33,Private,209317,primaria,5,soltero,Other-service,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
33,Private,209415,primaria,6,separado,Protective-serv,Not-in-family,White,Femenino,0,0,32,Norte America,<=50K
17,Private,198146,primaria,7,soltero,Sales,Own-child,White,Femenino,0,0,15,Norte America,<=50K
22,Private,440934,bachillerato,10,soltero,Sales,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
35,Private,61343,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
33,Private,145434,primaria,7,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
41,funcionario,197069,bachillerato,10,casado,Adm-clerical,Not-in-family,Black,Masculino,4650,0,40,Norte America,<=50K
30,Private,187203,universidad,13,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
26,Private,288959,secundaria,9,casado,Sales,Husband,Black,Masculino,0,0,36,Norte America,<=50K
33,Private,173730,master,14,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
55,Private,51008,secundaria,9,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
48,Private,143098,doctorado,16,casado,Prof-specialty,Husband,Asian-Pac-Islander,Masculino,0,1902,40,Asia,>50K
28,Private,126060,secundaria,9,casado,Adm-clerical,Wife,White,Femenino,99999,0,36,Norte America,>50K
38,autonomo,245090,primaria,5,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
24,Private,85041,secundaria,9,separado,Other-service,Unmarried,White,Femenino,0,0,25,Norte America,<=50K
30,Private,213722,secundaria,9,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,40,Norte America,<=50K
53,Private,127749,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,>50K
41,Private,185057,secundaria,9,soltero,Exec-managerial,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
41,Private,192107,universidad,13,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
57,funcionario,173242,universidad,13,separado,Prof-specialty,Not-in-family,White,Femenino,0,0,35,Norte America,<=50K
42,autonomo,43909,master,14,separado,Prof-specialty,Not-in-family,White,Femenino,0,0,32,Norte America,<=50K
40,Private,254167,primaria,6,separado,Transport-moving,Own-child,White,Masculino,0,0,35,Norte America,<=50K
